source_name	source_url	r2_key	extension	content_type	sha256	bytes
019 — তাওয়াক্কুল ও ফিতনা থেকে রক্ষার দোয়া — ধীর ও স্পষ্ট অডিও.mp3		duas/019-dua-for-protection-surah-yunus-10-85.mp3	mp3	audio/mpeg	7b9eceeda2053f7409f40a6b7db1b81b1fc03888d325f2333b0c2787b323c116	567772
020 — কাফেরদের কবল থেকে মুক্তির দোয়া — ধীর ও স্পষ্ট অডিও.mp3		duas/020-dua-for-protection-surah-yunus-10-86.mp3	mp3	audio/mpeg	da36b12716da1d31d2b64f3067df9edcf249bf20cf35651856f18bed71772711	293584
021 — নূহ (আঃ)-এর ক্ষমা ও আশ্রয়ের দোয়া — ধীর ও স্পষ্ট অডিও.mp3		duas/021-dua-for-forgiveness-surah-hud-11-47.mp3	mp3	audio/mpeg	c16b9a16f579e657701aa1b0cf5d8bc68f91f72c7b22986b5c83375bdf0bff64	752086
022 — ইসলামের উপর মৃত্যু ও নেককারদের সাথে মিলনের দোয়া — ধীর ও স্পষ্ট অডিও.mp3		duas/022-dua-for-faith-surah-yusuf-12-101.mp3	mp3	audio/mpeg	6e76171c8aae94609f1a6136ac7d4df16b45de47ef6b7d1e540be3ddad0d538a	827376
023 — শিরক থেকে সন্তানদের রক্ষার দোয়া — ধীর ও স্পষ্ট অডিও.mp3		duas/023-dua-for-protection-surah-ibrahim-14-35.mp3	mp3	audio/mpeg	844d2d3578adc9e10b9b5c8c7318dccf0a97b6610393e898217e8952bc1de40c	799698
024 — বংশধরদের জন্য বরকতের দোয়া — ধীর ও স্পষ্ট অডিও.mp3		duas/024-dua-for-rizq-surah-ibrahim-14-37.mp3	mp3	audio/mpeg	d8fbdb4a4c25ae644feedce84b45ef327e65bbb0cd20733de77094be11e1cab0	967110
025 — গোপন ও প্রকাশ্য সবই আল্লাহ জানেন — দোয়া — ধীর ও স্পষ্ট অডিও.mp3		duas/025-dua-for-guidance-surah-ibrahim-14-38.mp3	mp3	audio/mpeg	f772cd5d36d357e4c9ceb8bb67989fd9f761af4689d4db5e32b501c8db980d53	586978
026 — সন্তানসহ নামাজি হওয়ার দোয়া — ধীর ও স্পষ্ট অডিও.mp3		duas/026-dua-for-family-surah-ibrahim-14-40.mp3	mp3	audio/mpeg	4e3014484d80a9a7470b846e592192c396f6ce85c026d786557dd4184334a46e	471754
027 — পিতা-মাতা ও মুমিনদের ক্ষমার দোয়া — ধীর ও স্পষ্ট অডিও.mp3		duas/027-dua-for-family-surah-ibrahim-14-41.mp3	mp3	audio/mpeg	2f87860d528e8fd3de084e62acf23c39b457e1aa4cbb71c6ed7eed333e54a2cf	400340
028 — পিতা-মাতার জন্য রহমতের দোয়া — ধীর ও স্পষ্ট অডিও.mp3		duas/028-dua-for-family-surah-al-israa-17-24.mp3	mp3	audio/mpeg	bb2182db449fdf359df896a4050a321845fca9adf83982a4e2988559f0aabad6	739018
029 — সত্যের সাথে প্রবেশ ও প্রস্থানের দোয়া — ধীর ও স্পষ্ট অডিও.mp3		duas/029-dua-for-guidance-surah-al-israa-17-80.mp3	mp3	audio/mpeg	8d11ac1490d2eaa28b34ec196a035bd0340f55479a69dbd1e9c550c1852b5ed5	765148
030 — গুহাবাসী যুবকদের রহমতের দোয়া — ধীর ও স্পষ্ট অডিও.mp3		duas/030-dua-for-protection-surah-al-kahf-18-10.mp3	mp3	audio/mpeg	31ee3cfb0a6a844a4f9ded9df29cfcf313064ef6cca7b208df01dfe52d1cca5e	538572
031 — বুক প্রশস্ত ও কাজ সহজ হওয়ার দোয়া — ধীর ও স্পষ্ট অডিও.mp3		duas/031-dua-for-guidance-surah-taa-haa-20-25.mp3	mp3	audio/mpeg	dcd9a18624517da738aacbdb04c43c6aa6bdda6ac426fbe133eb61f3cd66228f	339670
032 — কাজ সহজ হওয়ার দোয়া — ধীর ও স্পষ্ট অডিও.mp3		duas/032-dua-for-guidance-surah-taa-haa-20-26.mp3	mp3	audio/mpeg	672443adb197cf2f30f38cd5293c464b7494d58baaed97379c526f089a15c721	342714
033 — জিহবার জড়তা দূর ওকথা স্পষ্ট হওয়ার দোয়া — ধীর ও স্পষ্ট অডিও.mp3		duas/033-dua-for-guidance-surah-taa-haa-20-27.mp3	mp3	audio/mpeg	3ea47009819e107b5db997e0160b43755a608863a93fc598b0662cdf519ba442	450276
034 — কথা স্পষ্ট ও বোধগম্য হওয়ার দোয়া — ধীর ও স্পষ্ট অডিও.mp3		duas/034-dua-for-guidance-surah-taa-haa-20-28.mp3	mp3	audio/mpeg	ff276983d675cae0d377b62a2bf795f6d7210538a03b7ec3fbcd0c2da1e19f68	270548
035 — ইলম বা জ্ঞান বৃদ্ধির দোয়া — ধীর ও স্পষ্ট অডিও.mp3		duas/035-dua-for-guidance-surah-taa-haa-20-114.mp3	mp3	audio/mpeg	5f2cc28d6805b63b9906c71022403c3d9204d84d2dfc08f03d77c9648865b01b	640710
036 — আইয়ুব (আ.)-এর ধৈর্য ও আরোগ্যের দোয়া — ধীর ও স্পষ্ট অডিও.mp3		duas/036-dua-for-guidance-surah-al-anbiyaa-21-83.mp3	mp3	audio/mpeg	e654f03d1bcdba28c78e1e5c88404c91bd15634f790729589c414207b2b8d800	442586
037 — ইউনুস (আ.)-এর বিপদমুক্তির দোয়া — ধীর ও স্পষ্ট অডিও.mp3		duas/037-dua-for-forgiveness-surah-al-anbiyaa-21-87.mp3	mp3	audio/mpeg	35be60e9a1e9be84e3dec37686459c819c947d21b53c6119970462839978b7be	711374
038 — যাকারিয়া (আ.)-এর সন্তান লাভের দোয়া — ধীর ও স্পষ্ট অডিও.mp3		duas/038-dua-for-family-surah-al-anbiyaa-21-89.mp3	mp3	audio/mpeg	3860b5bbdb802afa883f3a5bb54e08e088658a83b1441435d41c7b8f743700e9	579288
039 — বরকতময় গন্তব্যে পৌঁছানোর দোয়া — ধীর ও স্পষ্ট অডিও.mp3		duas/039-dua-for-guidance-surah-al-muminoon-23-29.mp3	mp3	audio/mpeg	2ee68a269ac19ae288366c0917dcc9b0136d82833ea1fff704a07e3a8b35aa8c	579280
040 — গুনাহগারদের দলে না পড়ার দোয়া — ধীর ও স্পষ্ট অডিও.mp3		duas/040-dua-for-protection-surah-al-muminoon-23-94.mp3	mp3	audio/mpeg	b023b8cdb569c0034e936e26ede069f9516d3331ed943104aa22c28a9767403e	393422
041 — শয়তানের প্ররোচনা থেকে আশ্রয়ের দোয়া — ধীর ও স্পষ্ট অডিও.mp3		duas/041-dua-for-protection-surah-al-muminoon-23-97.mp3	mp3	audio/mpeg	31b710a3bbd48a90776d2874bfd3c85c86810161373d76ee31cf0de488663c52	388828
042 — শয়তানের উপস্থিতি থেকে আশ্রয়ের দোয়া — ধীর ও স্পষ্ট অডিও.mp3		duas/042-dua-for-protection-surah-al-muminoon-23-98.mp3	mp3	audio/mpeg	9944275b00726cf496f2a087dc03c68fd220ed4add81f6905fa8dca8b269063c	402652
043 — মুমিনদের জন্যক্ষমা ও রহমতের দোয়া — ধীর ও স্পষ্ট অডিও.mp3		duas/043-dua-for-forgiveness-surah-al-muminoon-23-109.mp3	mp3	audio/mpeg	da5ef2feb96764c1d2ba9eae201a621be189cad03db1b6ac3b7c56272b521129	765140
044 — শ্রেষ্ঠ রহমকারীর কাছে ক্ষমার দোয়া — ধীর ও স্পষ্ট অডিও.mp3		duas/044-dua-for-forgiveness-surah-al-muminoon-23-118.mp3	mp3	audio/mpeg	80b7963c83e29080e120ea150b4db165b9d5962ecec2e6ba32db13241e1573cb	454102
045 — জাহান্নামের আজাব থেকে মুক্তির দোয়া — ধীর ও স্পষ্ট অডিও.mp3		duas/045-dua-for-protection-surah-al-furqaan-25-65.mp3	mp3	audio/mpeg	8754f18e0e060ec8bdd6440f482889e6b73fa1581c53cf865ad7d4dc30556938	689112
046 — চোখ জুড়ানো পরিবারের দোয়া — ধীর ও স্পষ্ট অডিও.mp3		duas/046-dua-for-family-surah-al-furqaan-25-74.mp3	mp3	audio/mpeg	d458b3afc11cb4814c1f598861e81f9e5cd359777ce3e7f65467382a86c6e7d7	679110
047 — হিকমাহ ও সঠিক ফয়সালার দোয়া — ধীর ও স্পষ্ট অডিও.mp3		duas/047-dua-for-guidance-surah-ash-shuaraa-26-83.mp3	mp3	audio/mpeg	d30d970babf274585cb997b80474a8c0cd6eb11577de85220206dc518e2e2efd	461770
048 — পরবর্তী প্রজন্মের কাছেসুনাম রাখার দোয়া — ধীর ও স্পষ্ট অডিও.mp3		duas/048-dua-for-guidance-surah-ash-shuaraa-26-84.mp3	mp3	audio/mpeg	88586f7a47b7fbb6acc6e7e6c64fc6ecf7a231a0229514cebbd7830f6584d633	362720
049 — জান্নাতের ওয়ারিশ হওয়ার দোয়া — ধীর ও স্পষ্ট অডিও.mp3		duas/049-dua-for-guidance-surah-ash-shuaraa-26-85.mp3	mp3	audio/mpeg	3f2c689300c0b4ac1f10dafe4cfc55fe349022e24c7ca5e642ad4685d9a9f3a6	487118
050 — পিতার মাগফিরাতের দোয়া — ধীর ও স্পষ্ট অডিও.mp3		duas/050-dua-for-family-surah-ash-shuaraa-26-86.mp3	mp3	audio/mpeg	2222e4200ea312f4631f0ad680be48bbeeb4c8b7bde9c8ef807c8949fd982919	461758
051 — পুনরুত্থান দিবসে লাঞ্ছনা থেকে রক্ষার দোয়া — ধীর ও স্পষ্ট অডিও.mp3		duas/051-dua-for-protection-surah-ash-shuaraa-26-87.mp3	mp3	audio/mpeg	9ac7839aa994be0203e12150925cd0fc7ca73ed47ac56e49229d9a85029d79d8	331238
052 — সম্পদ ও সন্তান কাজে আসবে না — আয়াত — ধীর ও স্পষ্ট অডিও.mp3		duas/052-dua-for-family-surah-ash-shuaraa-26-88.mp3	mp3	audio/mpeg	8f86adcbaac55a15f75d93b7f71a7854610a5ea2651e839f664770cb7806ec72	415704
053 — পরিশুদ্ধ অন্তর নিয়েহাজির হওয়ার ফযিলত — ধীর ও স্পষ্ট অডিও.mp3		duas/053-dua-for-guidance-surah-ash-shuaraa-26-89.mp3	mp3	audio/mpeg	3b705682e99300eb989af4b48cf0af8f4db77034da701943b022c94cafd532b6	370398
054 — নিয়ামতের শোকর আদায়ের দোয়া — ধীর ও স্পষ্ট অডিও.mp3		duas/054-dua-for-faith-surah-an-naml-27-19.mp3	mp3	audio/mpeg	ab5a529142508f3bbea09b01bab20dcb0ba5ff18e3a2719493475880b33c42c3	1063114
055 — নিজের ভুল স্বীকার করে ক্ষমার দোয়া — ধীর ও স্পষ্ট অডিও.mp3		duas/055-dua-for-forgiveness-surah-al-qasas-28-16.mp3	mp3	audio/mpeg	4817a751bbc2a65051c3bce73939b8ac27a1ea622f2b8df4166226050e9a4f4c	561622
056 — জালিম সম্প্রদায় থেকে রক্ষার দোয়া — ধীর ও স্পষ্ট অডিও.mp3		duas/056-dua-for-protection-surah-al-qasas-28-21.mp3	mp3	audio/mpeg	7a7d078990a5416d252903b2ac4673051e33c5e5a429b355ff78e57f750cd36a	553942
057 — রিজিক ও আশ্রয়ের দোয়া — ধীর ও স্পষ্ট অডিও.mp3		duas/057-dua-for-rizq-surah-al-qasas-28-24.mp3	mp3	audio/mpeg	3143688e9e76c72329360365db5e7c5944dd16a68a48075ebc9cf3e7e44dc7b6	577726
058 — বিপর্যয় সৃষ্টিকরীদের বিরুদ্ধে দোয়া — ধীর ও স্পষ্ট অডিও.mp3		duas/058-dua-for-guidance-surah-al-ankaboot-29-30.mp3	mp3	audio/mpeg	7bded51e63795f3259da71aac8d2625b6cfafaac88f9067bb86bd285fadbea2a	301274
059 — ক্ষমা ও জাহান্নামের আযাব থেকে রক্ষার দোয়া — ধীর ও স্পষ্ট অডিও.mp3		duas/059-dua-for-forgiveness-surah-ghafir-40-7.mp3	mp3	audio/mpeg	854b4ede213f3efd34409d1d6a726f044eea56b48a7564564b6b0f2d352e464b	1251300
060 — পরিবারসহ জান্নাত লাভের দোয়া — ধীর ও স্পষ্ট অডিও.mp3		duas/060-dua-for-family-surah-ghafir-40-8.mp3	mp3	audio/mpeg	d528bc470a470039a312c8ac24a8e03fec0012bfbf889bdef9accac3a52f1778	694474
061 — অমঙ্গল থেকে রক্ষার দোয়া — ধীর ও স্পষ্ট অডিও.mp3		duas/061-dua-for-protection-surah-ghafir-40-9.mp3	mp3	audio/mpeg	6779b676e8ee08605d4a85df585bfc08407e2bd8843648e3962f095f20321ab2	626882
062 — কৃতজ্ঞতা ও সন্তানের সংশোধনের দোয়া — ধীর ও স্পষ্ট অডিও.mp3		duas/062-dua-for-faith-surah-al-ahqaf-46-15.mp3	mp3	audio/mpeg	98f4b278f8481abe538b0f316580be9cdca3fbb4314c9ae26d54bd01eaabb5dd	1672150
063 — নিজের ও অগ্রজ মুমিনদের জন্য ক্ষমার দোয়া — ধীর ও স্পষ্ট অডিও.mp3		duas/063-dua-for-forgiveness-surah-al-hashr-59-10.mp3	mp3	audio/mpeg	8eccb53b3dad810b08665494b4ef73810afb650fdde3b30640c7f63b326803b3	1038562
064 — আল্লাহর উপর ভরসাও প্রত্যাবর্তনের দোয়া — ধীর ও স্পষ্ট অডিও.mp3		duas/064-dua-for-family-surah-al-mumtahana-60-4.mp3	mp3	audio/mpeg	2d03f3f1d4c36f8284f88d234a72e0a77697d51eb574cec15b5a3068e47bd679	1567712
065 — ফিতনা থেকে রক্ষা ও ক্ষমার দোয়া — ধীর ও স্পষ্ট অডিও.mp3		duas/065-dua-for-protection-surah-al-mumtahana-60-5.mp3	mp3	audio/mpeg	4cbafa4d6ff3a7f6a52f70f7410a88edf4d9297e6dc39b27544bb69e8f6d55f0	621520
066 — খাঁটি তাওবা ও নূরপূর্ণ করার দোয়া — ধীর ও স্পষ্ট অডিও.mp3		duas/066-dua-for-forgiveness-surah-at-tahrim-66-8.mp3	mp3	audio/mpeg	73ee72377f473d8711463bfaddcd67d75d35854612fb1546ccf391569e7d7db7	1295830
067 — জান্নাতে ঘরের জন্য আসিয়ার দোয়া — ধীর ও স্পষ্ট অডিও.mp3		duas/067-dua-for-protection-surah-at-tahrim-66-11.mp3	mp3	audio/mpeg	ad4d56ae3aad9b7d880d5b10d707db8657473752d7afb8d478ddfb8edc102dc6	907218
068 — নিজের ও মুমিনদের জন্যক্ষমা ও আশ্রয়ের দোয়া — ধীর ও স্পষ্ট অডিও.mp3		duas/068-dua-for-family-surah-nooh-71-28.mp3	mp3	audio/mpeg	a35156df520fa0800013fb8285a6148380c6da9728a856525605488418e703c2	698346
069 — তাওহীদের ঘোষণা — ধীর ও স্পষ্ট অডিও.mp3		duas/069-dua-for-guidance-surah-al-ikhlaas-112-1.mp3	mp3	audio/mpeg	7406e8721183c844a8ea597c43f115812bc39f71437a5baf76f531d90e7b6181	254382
070 — অনুখাপেক্ষী আল্লাহর পরিচয় — ধীর ও স্পষ্ট অডিও.mp3		duas/070-dua-for-protection-surah-al-ikhlaas-112-2.mp3	mp3	audio/mpeg	4985abd9d5bdd90791bcac0c48c80599069b3ad7be719d40828ce4eca2525957	345028
071 — আল্লাহর পবিত্র সত্তার বর্ণনা — ধীর ও স্পষ্ট অডিও.mp3		duas/071-dua-for-guidance-surah-al-ikhlaas-112-3.mp3	mp3	audio/mpeg	94cee4a0c775279a9a0a1efd282b5680937098eed6068cd7eb174a1f3837bef8	396490
072 — আল্লাহর অতুলনীয়তার ঘোষণা — ধীর ও স্পষ্ট অডিও.mp3		duas/072-dua-for-guidance-surah-al-ikhlaas-112-4.mp3	mp3	audio/mpeg	33046d67fbbb74b8e46725d334f1e9a1792dca3ecdc98f6bb8d89cb22301b0db	513988
073 — প্রভাতের রবের কাছে আশ্রয়ের দোয়া — ধীর ও স্পষ্ট অডিও.mp3		duas/073-dua-for-protection-surah-al-falaq-113-1.mp3	mp3	audio/mpeg	bc687d5d550a83dfe5daaeee356c884fb8dce42b5647209b136b9390698fe1b0	324308
074 — সৃষ্টির অনিষ্ট থেকে আশ্রয়ের দোয়া — ধীর ও স্পষ্ট অডিও.mp3		duas/074-dua-for-protection-surah-al-falaq-113-2.mp3	mp3	audio/mpeg	ef2f36d2829e7b1471c367168c3e0d40f78dce40c8e4979214b28f2ab5918129	316630
075 — রাতের অন্ধকারের অনিষ্ট থেকে আশ্রয়ের দোয়া — ধীর ও স্পষ্ট অডিও.mp3		duas/075-dua-for-protection-surah-al-falaq-113-3.mp3	mp3	audio/mpeg	afe0cf02a88bfa73619c8ab460e6e2d028680b728345cd28844b040178603ffd	384998
076 — জাদু থেকে আশ্রয়ের দোয়া — ধীর ও স্পষ্ট অডিও.mp3		duas/076-dua-for-protection-surah-al-falaq-113-4.mp3	mp3	audio/mpeg	cee77a4a6603e081afb545a87e36d9cf7b4d162f4675c9bdd86975fde4b9e654	308930
077 — হিংসুকের অনিষ্ট থেকে আশ্রয়ের দোয়া — ধীর ও স্পষ্ট অডিও.mp3		duas/077-dua-for-protection-surah-al-falaq-113-5.mp3	mp3	audio/mpeg	c1ce843ce7712c430934aec8d08da1b7eeec0ce129465a8c6369d7188221ce65	346584
078 — মানুষের রবের কাছে আশ্রয়ের দোয়া — ধীর ও স্পষ্ট অডিও.mp3		duas/078-dua-for-protection-surah-an-naas-114-1.mp3	mp3	audio/mpeg	9ee2ea1b815d8c3a16d461cee189ab54e32687f62c9c77d0f89e35011fb5709c	345042
079 — মানুষের অধিপতির কাছে আশ্রয়ের দোয়া — ধীর ও স্পষ্ট অডিও.mp3		duas/079-dua-for-protection-surah-an-naas-114-2.mp3	mp3	audio/mpeg	3c5cdaeb3be5ba66b8d4b2891111b2a4bf11360f668a55ad22c51d53e62e9f52	137688
080 — মানুষের মাবুদদের কাছে আশ্রয়ের দোয়া — ধীর ও স্পষ্ট অডিও.mp3		duas/080-dua-for-protection-surah-an-naas-114-3.mp3	mp3	audio/mpeg	b9a25212845685d7d7b23e7c9e02e4e97a0baf83023bbba6a8a4ffabbebe5f5d	451032
081 — কুমন্ত্রণাদাতা থেকে আশ্রয়ের দোয়া — ধীর ও স্পষ্ট অডিও.mp3		duas/081-dua-for-protection-surah-an-naas-114-4.mp3	mp3	audio/mpeg	f26cdf58533a1aa280af2d619bec448d753eac67cd002ecf92d731e576eca83f	242902
082 — অন্তরের কুমন্ত্রনা থেকে আশ্রয়ের দোয়া — ধীর ও স্পষ্ট অডিও.mp3		duas/082-dua-for-protection-surah-an-naas-114-5.mp3	mp3	audio/mpeg	7d20b4e9d052ac47763eadd3a477f98f0d997d2c27fdffb99185bef8484fe257	497118
083 — জ্বিন ও মানুষের অনিষ্ট থেকে আশ্রয়ের দোয়া — ধীর ও স্পষ্ট অডিও.mp3		duas/083-dua-for-protection-surah-an-naas-114-6.mp3	mp3	audio/mpeg	199258909f5795df8adf6ea67dce19b2d29113c4b53d50f96c49e4834e3b52c8	322022
084 — সকল প্রশংসা আল্লাহর — হামদের আয়াত — ধীর ও স্পষ্ট অডিও.mp3		duas/084-dua-for-guidance-surah-al-faatiha-1-2.mp3	mp3	audio/mpeg	b6aa7367f2ccd87645f62f209be93e78c1a94151951bab9209d1283c1a1f42cc	288982
085 — রবের সাথে সাক্ষাতের স্মরণের আয়াত — ধীর ও স্পষ্ট অডিও.mp3		duas/085-dua-for-guidance-surah-al-baqara-2-46.mp3	mp3	audio/mpeg	667c2485dfa2426de6810892e4b84794cf55ef73a14fe9cfe49f883d6ae4636a	639188
086 — ঈমান ও নেক আমলের প্রতিদানের আয়াত — ধীর ও স্পষ্ট অডিও.mp3		duas/086-dua-for-faith-surah-al-baqara-2-62.mp3	mp3	audio/mpeg	7e41d1cc64957d24d91689327562ea5c25ac6853a8fbc8f7d1af5728d9dda401	792020
087 — মূর্খতা থেকে আশ্রয় চাওয়ার দোয়া — ধীর ও স্পষ্ট অডিও.mp3		duas/087-dua-for-protection-surah-al-baqara-2-67.mp3	mp3	audio/mpeg	94a8ac509334a55b1ea2374063a824433b2b5d7a3948086335ddad087a835c2e	688340
088 — অন্তরের খবর আল্লাহ জানেন — আয়াত — ধীর ও স্পষ্ট অডিও.mp3		duas/088-dua-for-faith-surah-al-baqara-2-76.mp3	mp3	audio/mpeg	861eadd743a0d3fbc42be67a595da38a561e55812a73de90fd1098b503b3cd3f	973266
089 — আল্লাহর কাছে আত্মসমপর্ণের আযাত — ধীর ও স্পষ্ট অডিও.mp3		duas/089-dua-for-faith-surah-al-baqara-2-112.mp3	mp3	audio/mpeg	ea1c501afa3a5de70f46af9b8d72cb992d2a4f95d669a97cf2d315da28f1fd2c	492494
090 — নিরাপদ নগরী ও রিজিকের দোয়া — ধীর ও স্পষ্ট অডিও.mp3		duas/090-dua-for-faith-surah-al-baqara-2-126.mp3	mp3	audio/mpeg	06e1d7e9541b0c7d8baff2b22bd2c12f74c29ebc7809b4469151f85bb9974c9a	1176776
091 — নবী প্রেরণের জন্য ইবরাহীমের দোয়া — ধীর ও স্পষ্ট অডিও.mp3		duas/091-dua-for-guidance-surah-al-baqara-2-129.mp3	mp3	audio/mpeg	f119cf59c0e9dcc55e625bf346ed80e141e207a4f48fe78e2860908daa0626c9	782804
092 — বিশ্বপালকের অনুগত্যের ঘোষণা — ধীর ও স্পষ্ট অডিও.mp3		duas/092-dua-for-faith-surah-al-baqara-2-131.mp3	mp3	audio/mpeg	8a1e8d04fc12116a62a38fa3f7868ff72747ccdf9335adc640e7e9558053f038	411848
093 — আল্লাহকে গভীরভাবে স্মরণের নির্দেশ — আয়াত — ধীর ও স্পষ্ট অডিও.mp3		duas/093-dua-for-family-surah-al-baqara-2-200.mp3	mp3	audio/mpeg	f0a5d2c173c5a996fdff42df97a15d2a4706baa4bc76030effa4c24817593974	841956
094 — আল্লাহর সার্বভৌমত্ব ও জীবনের মালিকানা — ধীর ও স্পষ্ট অডিও.mp3		duas/094-dua-for-guidance-surah-al-baqara-2-258.mp3	mp3	audio/mpeg	00af7d971b14e5dcbaca9efe163a1a6994eb2a0fa5bcbb9f50ef9584e1db7345	1272028
095 — অন্তরের প্রশান্তির জন্য ইবরাহীমের দোয়া — ধীর ও স্পষ্ট অডিও.mp3		duas/095-dua-for-faith-surah-al-baqara-2-260.mp3	mp3	audio/mpeg	768b1d4caae7503cc8c7618dc7d8867910df3df7c13cda03c581551499ea7b8d	1207520
096 — নিঃস্বার্থ দানের প্রতিদানের আয়াত — ধীর ও স্পষ্ট অডিও.mp3		duas/096-dua-for-guidance-surah-al-baqara-2-262.mp3	mp3	audio/mpeg	008f0b5203274cfb540f6bc1066ffd5443c0a91955cfe1e720cb15255a46e8d7	1005524
